,Age,Attrition,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1329,33.0,No,931,Research & Development,14,Bachelor,Medical,Very High,Male,72,High,1,Research Scientist,Medium,Married,6284.0,4673,1,No,13,Excellent,Very High,1,8,2.0,Better,3.0,7,1,6
1330,28.0,No,885,Research & Development,4,Bachelor,Medical,Low,Male,58,Very High,1,Research Scientist,Low,Married,6834.0,8544,2,No,16,MISSING,Low,1,5,2.0,Best,7.0,2,0,2
1331,27.0,No,836,Research & Development,2,Master,Technical Degree,Medium,Female,98,Medium,1,Research Scientist,Very High,Married,2534.0,7975,8,No,20,Excellent,Medium,1,19,4.0,Best,1.0,2,0,4
1333,32.0,No,160,Research & Development,4,Below College,Medical,High,Female,51,High,1,Laboratory Technician,Medium,Single,4998.0,12862,1,No,13,Excellent,High,0,3,2.0,Bad,8.0,2,1,2
1334,30.0,No,683,Research & Development,2,Below College,Medical,Low,Female,36,Medium,1,Research Scientist,Very High,Single,4695.0,4050,0,No,12,Excellent,Very High,0,5,3.0,Better,8.0,3,1,1
1336,34.0,No,894,Research & Development,9,Bachelor,Medical,Very High,Male,99,High,1,Research Scientist,Medium,Single,5304.0,11781,1,No,16,Excellent,Very High,0,7,3.0,Good,5.0,7,0,3
1339,19.0,No,1141,Sales,2,Bachelor,Medical,High,Male,31,High,1,Sales Representative,High,Single,2121.0,13251,1,No,19,Excellent,Low,0,2,2.0,Better,1.0,2,2,2
1340,40.0,No,1096,Research & Development,6,Bachelor,Other,High,Female,61,Very High,1,Laboratory Technician,Very High,Married,13499.0,7102,0,No,18,Excellent,Low,1,8,3.0,Better,18.0,7,7,7
1342,33.5,No,1291,Research & Development,15,College,Life Sciences,High,Female,65,Medium,4,Research Director,High,Married,13458.0,3525,1,No,24,Excellent,Low,1,14,1.0,Better,15.0,10,6,11
1344,35.0,No,829,Human Resources,3,College,Human Resources,High,Male,88,High,1,Human Resources,Very High,Married,4249.0,2243,0,No,19,Excellent,High,1,4,3.0,Bad,9.0,2,0,2
1345,33.0,No,330,Research & Development,17,Below College,Life Sciences,High,Male,65,Medium,3,Healthcare Representative,High,Married,2496.0,24608,0,No,18,Excellent,Low,1,20,3.0,Good,1.0,9,1,9
1346,30.0,Yes,1479,Sales,24,Bachelor,Life Sciences,Medium,Female,100,Very High,4,Sales Executive,Medium,Single,9419.0,17071,4,Yes,16,Excellent,Very High,0,22,2.0,Good,10.0,0,0,0
1349,57.5,No,750,Research & Development,12,Bachelor,Life Sciences,Medium,Male,47,High,2,Healthcare Representative,Low,Divorced,5916.0,10748,2,No,12,Excellent,Medium,1,15,1.0,Better,1.0,4,7,7
1350,33.0,No,1146,Research & Development,15,Master,Medical,High,Male,34,High,2,Healthcare Representative,Very High,Divorced,2008.0,16542,5,No,18,Excellent,Medium,1,9,2.0,Better,1.0,1,1,2
1351,37.0,Yes,318,Research & Development,8,Master,Other,Medium,Male,77,Low,1,Laboratory Technician,Low,Married,6284.0,4759,1,Yes,11,Excellent,Very High,0,7,3.0,Good,1.0,7,0,7
1354,57.5,No,991,Human Resources,1,College,Life Sciences,Very High,Male,44,High,1,Human Resources,Low,Single,2064.0,22957,6,No,12,Excellent,High,0,10,2.0,Best,4.0,6,5,7
1356,39.5,No,665,Research & Development,15,Bachelor,Life Sciences,High,Male,60,High,1,Research Scientist,Very High,Single,1102.0,22673,1,No,19,Outstanding,Low,0,6,3.0,Better,1.0,5,1,5
1358,28.0,No,1082,Research & Development,1,Master,Medical,High,Female,87,High,1,Research Scientist,Medium,Single,3591.0,18775,1,No,17,Outstanding,Medium,0,1,3.0,Better,3.0,1,1,0
1359,52.0,No,334,Research & Development,24,College,Life Sciences,High,Female,83,Very High,3,Healthcare Representative,Very High,Divorced,4258.0,23402,3,Yes,16,Excellent,Medium,1,12,3.0,Bad,4.0,3,1,4
1360,40.0,No,319,Research & Development,3,Bachelor,Medical,Very High,Female,39,Medium,3,Manufacturing Director,High,Married,6513.0,19609,2,Yes,14,Excellent,High,0,28,3.0,Better,5.0,4,0,4
1362,21.0,No,942,Research & Development,3,Bachelor,Technical Degree,Low,Male,53,High,3,Manager,High,Married,2380.0,22984,2,No,11,Excellent,Very High,0,15,3.0,Better,2.0,2,2,2
1363,38.0,Yes,1496,Sales,1,Bachelor,Technical Degree,Low,Female,92,High,1,Sales Representative,High,Married,2619.0,15747,3,No,15,Excellent,Very High,1,5,2.0,Best,0.0,2,1,2
1365,27.5,No,1443,Sales,23,Bachelor,Marketing,High,Male,47,Medium,2,Sales Executive,Very High,Married,4478.0,21436,7,Yes,19,Excellent,High,1,5,3.0,Good,5.0,2,0,0
1366,27.5,No,1128,Research & Development,13,Bachelor,Medical,Medium,Female,95,Very High,2,Healthcare Representative,Low,Married,6284.0,5696,5,No,18,Outstanding,High,2,10,2.0,Good,9.0,0,0,0
1368,37.0,No,967,Sales,8,Bachelor,Marketing,Medium,Male,43,High,3,Sales Executive,Very High,Single,4071.0,15589,1,No,14,Excellent,Very High,0,9,4.0,Better,7.5,8,3,7
1369,38.0,No,981,Research & Development,5,Bachelor,Life Sciences,High,Male,90,Medium,1,Laboratory Technician,High,Single,6077.0,7973,3,No,14,Excellent,Very High,0,7,2.0,Better,6.0,2,0,3
1372,43.0,No,1490,Research & Development,7,Master,Life Sciences,High,Female,35,High,3,Healthcare Representative,Medium,Divorced,4765.0,20948,3,No,14,MISSING,Medium,2,29,2.0,Better,1.0,7,0,7
1373,52.0,No,1162,Research & Development,1,Below College,Medical,High,Male,98,High,3,Research Director,Medium,Married,7969.0,17231,0,No,18,Excellent,Low,2,14,4.0,Bad,5.0,8,5,12
1374,34.0,No,132,Research & Development,6,Bachelor,Life Sciences,Medium,Female,55,Very High,1,Laboratory Technician,Very High,Married,4174.0,22002,3,No,12,Excellent,Medium,0,5,3.0,Better,8.0,0,0,0
1375,33.5,No,465,Research & Development,1,Bachelor,Technical Degree,Low,Female,74,High,1,Research Scientist,Very High,Married,6142.0,10205,7,No,12,Excellent,High,1,17,2.0,Good,5.0,5,1,2
1376,36.0,No,1169,Research & Development,7,Master,Medical,Medium,Female,34,Medium,2,Manufacturing Director,High,Married,5647.0,13983,2,No,17,Excellent,High,0,10,3.0,Better,3.0,0,0,0
1377,53.0,No,1333,Sales,10,Master,Life Sciences,High,Male,87,High,1,Sales Representative,High,Married,10448.0,18410,1,Yes,19,Excellent,Very High,1,1,2.0,Better,2.0,1,0,0
1378,30.0,No,641,Sales,25,College,Technical Degree,Very High,Male,85,High,2,Sales Executive,High,Married,2285.0,6069,7,Yes,12,Outstanding,Medium,1,4,2.0,Best,1.0,2,2,2
1379,27.0,Yes,515,Research & Development,1,Bachelor,Life Sciences,Very High,Female,62,Medium,1,Laboratory Technician,High,Single,2064.0,9571,0,Yes,14,Excellent,Very High,0,4,2.0,Bad,7.0,2,1,2
1381,27.5,No,669,Research & Development,1,Bachelor,Medical,Very High,Male,97,Medium,2,Healthcare Representative,Low,Single,9998.0,25755,0,No,20,MISSING,High,0,14,2.0,Better,5.0,9,4,9
1383,28.0,No,1194,Research & Development,1,Bachelor,Life Sciences,High,Male,52,High,2,Healthcare Representative,Very High,Divorced,2064.0,9060,4,No,17,Excellent,Very High,1,12,2.0,Better,2.0,3,0,3
1384,23.0,No,1452,Research & Development,11,Bachelor,Life Sciences,High,Male,53,High,5,Manager,Medium,Single,3989.0,17053,3,No,15,Excellent,Medium,0,21,2.0,Better,5.0,4,4,4
1385,31.0,No,995,Research & Development,9,Bachelor,Medical,High,Female,77,High,1,Research Scientist,High,Divorced,6410.0,9834,5,No,18,Excellent,Medium,1,6,1.0,Better,2.0,2,2,2
1388,30.0,No,1179,Sales,2,Bachelor,Medical,Very High,Male,73,High,2,Sales Executive,Very High,Married,1274.0,6069,1,Yes,17,Excellent,Low,1,10,2.0,Better,1.0,9,8,8
1389,37.0,Yes,427,Sales,7,Bachelor,Life Sciences,High,Male,99,High,1,Sales Representative,Very High,Divorced,2793.0,25103,1,Yes,21,Excellent,Medium,1,3,2.0,Better,7.5,2,0,2
1390,33.0,No,168,Research & Development,1,Bachelor,Life Sciences,High,Female,81,High,3,Manufacturing Director,High,Single,4174.0,15397,4,Yes,14,Outstanding,Very High,0,10,2.0,Best,6.0,0,0,0
1391,27.5,No,228,Sales,3,Bachelor,Life Sciences,High,Male,51,High,4,Manager,Medium,Married,2024.0,11380,8,No,12,Excellent,Very High,1,23,1.0,Best,2.0,12,5,1
1394,33.0,No,1384,Research & Development,3,Master,Medical,Low,Female,82,Very High,1,Laboratory Technician,Very High,Married,8394.0,13421,1,No,22,Excellent,Medium,1,8,2.0,Better,6.0,7,0,7
1399,29.0,No,629,Research & Development,27,College,Medical,Very High,Female,95,High,1,Research Scientist,Medium,Single,2109.0,5711,2,No,15,Excellent,Very High,0,9,2.0,Better,1.0,2,1,2
1400,36.0,No,945,Human Resources,5,College,Medical,Medium,Female,80,High,2,Human Resources,Medium,Divorced,9278.0,10425,8,Yes,22,Excellent,Very High,1,16,3.0,Better,5.0,2,0,2
1403,25.0,No,464,Research & Development,4,College,Other,High,Male,75,High,1,Laboratory Technician,Very High,Divorced,2889.0,10910,1,No,12,Excellent,High,1,1,2.0,Better,2.0,0,0,0
1404,34.0,No,705,Sales,2,Master,Marketing,Medium,Male,83,High,5,Manager,Low,Single,4174.0,22822,3,No,12,Excellent,Very High,0,22,4.0,Good,5.0,2,2,1
1406,32.0,No,305,Research & Development,16,Bachelor,Life Sciences,High,Female,58,Very High,2,Healthcare Representative,High,Married,4200.0,9128,3,No,16,Outstanding,High,1,10,2.0,Better,5.0,0,1,7
1407,42.0,No,314,Human Resources,1,Bachelor,Human Resources,Very High,Male,59,Medium,5,Manager,High,Married,4434.0,19562,1,No,12,MISSING,Medium,1,22,3.0,Better,2.5,7,2,10
1408,28.0,No,1400,Sales,9,Below College,Life Sciences,Medium,Female,70,High,2,Sales Executive,High,Married,7655.0,5829,1,No,20,Excellent,Low,0,6,3.0,Good,9.0,5,1,3
1410,49.0,Yes,719,Sales,27,College,Life Sciences,Medium,Male,77,Very High,2,Sales Executive,High,Single,2064.0,10339,4,Yes,12,Excellent,Very High,0,8,2.0,Better,9.0,4,1,3
1411,45.0,No,446,Research & Development,1,Master,Life Sciences,Medium,Male,65,High,2,Manufacturing Director,Medium,Married,2132.0,15701,6,No,12,Outstanding,Medium,1,8,3.0,Good,5.0,5,4,3
1413,36.0,No,1075,Human Resources,3,College,Human Resources,Very High,Male,57,High,1,Human Resources,Medium,Divorced,5237.0,22650,3,Yes,11,Excellent,High,1,7,3.0,Best,7.0,3,0,3
1415,40.0,No,461,Research & Development,13,Below College,Life Sciences,Medium,Female,53,High,1,Research Scientist,Very High,Single,13194.0,17241,3,No,18,Excellent,Low,0,5,2.0,Better,1.0,2,0,2
1417,34.0,No,524,Research & Development,18,College,Life Sciences,Low,Female,32,High,2,Manufacturing Director,High,Single,6538.0,13352,0,No,11,Excellent,Low,0,9,3.0,Better,3.0,7,1,7
1418,34.0,No,1372,Research & Development,1,Bachelor,Life Sciences,Very High,Male,42,High,1,Research Scientist,Very High,Single,7756.0,15881,1,No,12,Excellent,Medium,0,17,1.0,Better,6.0,12,5,7
1419,32.0,No,177,Research & Development,8,Bachelor,Life Sciences,Low,Male,55,High,2,Manufacturing Director,Medium,Divorced,2064.0,23814,4,No,21,Excellent,High,1,4,2.0,Best,3.0,0,0,0
1420,46.0,No,144,Sales,10,Below College,Marketing,Very High,Female,39,Medium,2,Sales Executive,Medium,Divorced,4615.0,11866,1,Yes,14,Outstanding,Low,2,7,2.0,Better,16.0,7,1,7
1421,30.0,No,516,Research & Development,8,Doctor,Life Sciences,Very High,Female,69,High,2,Healthcare Representative,High,Single,2422.0,22049,2,Yes,17,MISSING,Low,0,14,2.0,Better,3.0,0,0,0
1422,28.0,No,374,Sales,20,Bachelor,Life Sciences,Very High,Male,50,High,2,Sales Executive,High,Single,2080.0,23333,8,No,15,Excellent,High,0,8,2.0,Better,12.5,3,0,1
1423,52.0,No,1370,Research & Development,3,Below College,Medical,Medium,Female,87,High,1,Laboratory Technician,Low,Single,16555.0,16213,1,Yes,18,Excellent,Very High,0,10,2.0,Better,5.0,9,1,5
1424,31.0,No,1115,Research & Development,1,Master,Life Sciences,Low,Female,51,Medium,2,Manufacturing Director,High,Divorced,4148.0,2689,1,No,18,Excellent,High,1,7,1.0,Best,4.0,5,0,7
1426,36.0,No,829,Sales,8,Below College,Marketing,High,Female,84,High,2,Sales Executive,Very High,Married,5410.0,24008,0,No,19,Excellent,Medium,1,5,2.0,Better,16.0,2,1,1
1427,21.0,Yes,489,Human Resources,2,College,Technical Degree,Low,Male,52,Medium,1,Human Resources,Very High,Single,3447.0,18437,1,No,12,Excellent,High,0,1,2.0,Best,3.0,0,0,0
1428,26.0,No,381,Research & Development,24,Bachelor,Medical,Low,Male,49,Low,1,Laboratory Technician,High,Single,2867.0,2104,2,No,14,MISSING,High,0,9,3.0,Better,7.0,2,1,4
1429,48.0,No,111,Research & Development,9,Bachelor,Medical,High,Male,66,High,2,Laboratory Technician,Low,Divorced,5486.0,11012,1,No,11,Excellent,High,2,12,3.0,Better,2.0,9,6,10
1430,35.0,Yes,350,Sales,5,Bachelor,Marketing,Very High,Male,34,High,1,Sales Representative,High,Single,6883.0,9150,1,Yes,13,MISSING,Medium,0,1,3.0,Better,7.0,0,0,0
1431,46.0,Yes,617,Research & Development,3,Below College,Life Sciences,Medium,Male,34,High,2,Manufacturing Director,High,Married,10845.0,10022,0,Yes,19,Excellent,Low,1,4,3.0,Best,8.0,2,0,2
1432,39.0,No,1001,Research & Development,7,Bachelor,Life Sciences,High,Male,43,High,3,Healthcare Representative,Low,Married,6782.0,9262,8,No,16,Excellent,Low,1,10,2.0,Good,5.0,0,0,0
1433,54.0,No,282,Research & Development,2,College,Medical,Very High,Female,58,Low,5,Manager,High,Married,10686.0,6992,4,No,14,Excellent,Very High,1,23,4.0,Better,9.0,9,9,11
1434,27.5,No,355,Research & Development,10,Master,Technical Degree,High,Female,38,High,1,Research Scientist,High,Married,4487.0,6161,3,No,22,Excellent,Medium,2,10,3.0,Good,5.0,3,3,3
1435,36.0,No,1206,Research & Development,9,College,Life Sciences,Medium,Male,71,High,1,Research Scientist,Very High,Divorced,5079.0,14293,2,No,19,Excellent,Very High,2,10,3.0,Best,7.0,2,0,3
1437,37.0,No,541,Sales,2,Bachelor,Marketing,Medium,Male,52,High,3,Sales Executive,Medium,Married,4174.0,15395,2,No,11,Excellent,Medium,0,14,2.0,Better,7.0,2,3,2
1438,56.0,No,921,Research & Development,10,Bachelor,Medical,High,Female,98,High,1,Laboratory Technician,Low,Married,2066.0,17663,6,No,20,Outstanding,Medium,1,17,3.0,Better,3.0,4,0,3
1439,37.0,No,828,Sales,2,Below College,Life Sciences,Medium,Female,77,High,2,Sales Executive,Very High,Single,10504.0,8346,4,Yes,13,Excellent,High,0,10,2.0,Best,3.0,5,0,5
1440,34.0,No,370,Research & Development,1,Master,Medical,High,Female,92,Low,3,Healthcare Representative,Very High,Divorced,5714.0,20467,3,No,20,Outstanding,High,1,19,3.0,Best,2.5,0,0,0
1441,29.0,No,802,Research & Development,10,Bachelor,Other,Medium,Male,45,High,1,Laboratory Technician,Very High,Divorced,1091.0,9541,1,No,20,Excellent,Low,1,3,3.0,Good,1.0,2,1,2
1442,46.0,Yes,1168,Sales,24,Master,Life Sciences,Low,Male,66,High,3,Sales Executive,Low,Single,2064.0,5843,6,Yes,13,Excellent,Medium,0,15,2.0,Good,4.0,2,2,2
1444,32.0,No,1274,Research & Development,9,Below College,Life Sciences,High,Male,33,High,3,Manufacturing Director,Medium,Divorced,3068.0,14394,1,No,25,Excellent,Very High,1,13,2.0,Best,7.0,8,0,8
1447,58.0,No,771,Research & Development,1,College,Life Sciences,Medium,Male,45,Medium,2,Healthcare Representative,High,Single,2479.0,14120,1,No,12,Outstanding,Medium,0,4,4.0,Good,1.0,3,1,2
1449,45.5,No,1379,Research & Development,16,Master,Medical,High,Female,64,Very High,2,Manufacturing Director,High,Divorced,5775.0,6759,1,Yes,19,Excellent,High,0,20,2.0,Best,10.0,10,2,7
1450,27.5,No,1001,Research & Development,9,Doctor,Medical,Very High,Male,72,High,2,Laboratory Technician,High,Divorced,4941.0,19627,3,Yes,13,Excellent,Medium,1,10,2.0,Better,8.0,7,4,7
1452,31.0,No,1397,Research & Development,1,Doctor,Life Sciences,Medium,Female,42,High,1,Research Scientist,Very High,Married,6932.0,7660,1,No,12,Excellent,Very High,1,10,2.0,Good,9.0,9,8,8
1455,38.0,No,1199,Research & Development,7,Master,Life Sciences,Low,Male,77,Very High,2,Manufacturing Director,High,Married,2064.0,5118,4,No,17,Excellent,Very High,1,9,2.0,Better,1.0,2,0,2
1456,27.0,No,793,Research & Development,16,Below College,Life Sciences,Medium,Male,33,High,1,Research Scientist,Very High,Married,2517.0,3811,1,No,12,Excellent,Medium,1,10,2.0,Good,5.0,0,0,8
1457,35.0,No,1193,Research & Development,2,Below College,Medical,Medium,Female,86,High,3,Manufacturing Director,High,Single,4148.0,19719,5,Yes,18,Excellent,Medium,0,16,2.0,Good,14.0,2,2,2
1461,30.0,No,240,Research & Development,2,Master,Life Sciences,Low,Female,75,Very High,2,Manufacturing Director,Low,Single,11916.0,26085,6,Yes,12,MISSING,Very High,0,17,2.0,Better,9.0,7,4,12
1462,32.0,Yes,103,Research & Development,24,Bachelor,Life Sciences,High,Female,50,Medium,1,Laboratory Technician,High,Single,10422.0,12947,5,Yes,14,Excellent,Medium,0,6,3.0,Better,14.0,2,0,3
1463,51.5,Yes,337,Sales,7,Below College,Marketing,Medium,Female,31,High,1,Sales Representative,Medium,Single,2064.0,4567,1,No,13,Excellent,Medium,0,1,2.0,Better,1.0,0,1,0
1465,37.0,No,1123,Research & Development,16,College,Medical,Very High,Female,96,Very High,1,Laboratory Technician,Very High,Divorced,2115.0,7324,1,Yes,13,Excellent,Medium,2,1,3.0,Good,17.0,0,0,0
1466,33.0,Yes,249,Sales,6,Master,Life Sciences,Medium,Female,76,Low,2,Sales Executive,High,Married,5147.0,20739,4,Yes,18,Excellent,Medium,0,12,2.0,Good,11.0,7,7,7
1467,33.0,No,583,Sales,4,Below College,Marketing,High,Male,87,Medium,2,Sales Executive,Low,Married,2500.0,18154,1,No,12,MISSING,Low,0,5,2.0,Best,3.0,2,0,3
1468,45.0,No,1174,Sales,3,Master,Marketing,Low,Male,99,High,2,Sales Executive,Medium,Single,4385.0,20763,3,Yes,16,Excellent,Very High,0,15,2.0,Better,10.0,4,0,1
